"asc","b_price","b_risk2","b_risk3","b_duration2","b_duration3","b_efficacy2","b_efficacy3","b_oral","b_dose2","b_dose3","b_imported","logLike"
0,0,0,0,0,0,0,0,0,0,0,0,-158200.169568208
6.17840640000001e-06,0.00134561792,1.17080064e-06,1.81911552e-06,1.90021632e-06,4.2508288e-06,1.36921088e-06,4.36731904e-06,3.55565568e-06,1.53796608e-06,2.22527488e-06,2.02162176e-06,-152494.128863431
1.60108480190217,-0.00473232214170809,0.229670247241129,0.40154376075002,0.491909285749595,1.4223393378463,0.279864848419017,1.43494051497871,0.99647686619755,0.307120061868495,0.588034806387842,0.309899838142047,-152196.51821411
2.67376305254661,-0.0040116722600939,-0.502881814300396,-1.13192962644788,0.503017830909644,2.75917028239026,0.878981041336205,2.68645839956648,-0.375600046126027,0.324027226353252,-0.658920678502926,-0.812331098424993,-143283.440559662
2.8015897508,-0.00382899780616919,-0.798914645657271,-1.24640721345684,0.442315345844321,2.84352116090196,0.980445206728184,2.72344822481429,-0.406954178598245,0.122338535941726,-0.557592207374031,-1.00995305457048,-141595.076946625
2.962115284459,-0.00392541080504622,-0.907757907212195,-1.34149151993074,0.510330975883174,2.72356615444836,1.03168429826561,2.70803499380898,-0.385496577569661,0.0965574675287404,-0.548002981380439,-1.06505477422613,-141017.776936062
3.50379128960941,-0.00415244205611937,-1.07373778029254,-1.5195561215082,0.157405370510106,2.53787906641692,0.861543163005438,2.54547533186234,-0.239084345989268,0.0716511639003978,-0.691097891915089,-1.1018496565556,-140354.030692653
3.63039230416231,-0.00416348755827449,-1.07788592847822,-1.56288889855392,0.0730764348287242,2.45162143255096,0.755312558258794,2.57957762177494,-0.251938357911684,0.0377171495596721,-0.674673826584946,-1.12847298763767,-140148.718196564
3.66434264385112,-0.0041955315615366,-1.05606255750936,-1.56306020816158,0.0461216102440779,2.43439404460425,0.770591205148509,2.57666160006681,-0.275921714414025,0.022987880295393,-0.661251632145602,-1.1241393755792,-140116.218312233
3.67267387626845,-0.00420198635515703,-1.05638774742703,-1.54637555223075,0.0397094674486049,2.42697605837138,0.775208209968039,2.57859203460804,-0.283338656409928,0.0272231256290253,-0.663066135900651,-1.13369938010782,-140108.530141406
3.67045489649659,-0.00416385301200176,-1.00678603446297,-1.52348561221034,0.0369029831158461,2.40315239259066,0.797489667130114,2.59664077596044,-0.23671751080952,-0.0383758193613549,-0.716482902062596,-1.18423831421754,-140076.557173183
3.63855786304371,-0.00415740538396748,-1.08280953103935,-1.41533554979916,0.00936318745048319,2.28917259610912,0.857724221215281,2.73979625622138,-0.206000881350682,-0.22536303836913,-0.89082532140931,-1.01241423033112,-140006.558327652
3.19015843276142,-0.00356334333716142,-1.04566449871906,-1.40194115253271,-0.262769487661307,1.73120124026938,1.01540785222187,2.5628079524866,0.0716776238700371,0.0372963742378593,-0.526875933782364,-0.897163616157507,-132111.027234968
3.00483149626364,-0.00263964151974114,-0.893766148733663,-0.721996557738885,0.313511260942676,1.33411829081328,0.406991736379674,1.17953077643599,-0.134008009781894,-0.320506081453562,-0.101641845124126,-0.580267632966891,-120013.833294049
2.58638677614981,-0.00209300855361587,-0.779602316264158,-0.610761958005101,0.356796281760189,1.22737792460283,0.445407148639265,1.0377554248249,-0.121555161513147,-0.201492344065265,-0.0173855834493794,-0.499400497015932,-117227.492384996
1.74053146031757,-0.000354047089934717,-0.430620786926766,-0.357754741895942,0.104164933548134,0.778519761569871,0.39701903777253,0.972770638421511,-0.0385440744575331,-0.175553950005239,-0.181789999087818,-0.472825776197814,-115363.093774163
1.77990902747119,-0.000825072524262618,-0.582585194051178,-0.55643587956254,0.33829244156073,1.13209671274049,0.475399978641402,0.945040627342766,-0.100348091163687,0.022522953191429,-0.0426752545387064,-0.421547969808479,-114685.777657421
1.97852050766063,-0.000954438835062801,-0.547032963132544,-0.495779636931048,0.256356535649839,1.02674528529299,0.444355037049559,0.983537685271497,-0.0960238834287898,-0.129572080186515,-0.111256987782746,-0.482156730781155,-114550.589841356
1.87966067681706,-0.000839177185824964,-0.537519227148957,-0.479973746672056,0.257119242019132,1.01336649606995,0.44084354367177,0.956801767664356,-0.0878108210763765,-0.0905325309034623,-0.101377463400559,-0.443156242404911,-114514.496888823
1.88536719946014,-0.000844925087729254,-0.544713004687278,-0.498851397397798,0.260781186456146,1.02173591290676,0.445173892799149,0.964011026644184,-0.0878677424453234,-0.0860582891868199,-0.0967297069545546,-0.455944292918491,-114513.40973382
1.88375995068934,-0.000852166757170625,-0.541984401233859,-0.490319747519449,0.263307098034422,1.02365558138454,0.445152656349633,0.96302908745103,-0.0897493381059983,-0.0885704905824892,-0.0989314827612324,-0.451899502967329,-114512.999123265
1.88533597170939,-0.000851391937662027,-0.542324162146192,-0.491535888133287,0.260464709668888,1.02076920490436,0.444004223582031,0.961728509442112,-0.0889450791792009,-0.0884701122602008,-0.0985805541050145,-0.451322598720574,-114512.961835642
1.88407662542063,-0.000850902700228461,-0.542400233844258,-0.491532764428261,0.261364035845204,1.02146769695532,0.444336655627331,0.96229688506662,-0.088958028500725,-0.0884295633049156,-0.0987445038110137,-0.451764103563876,-114512.95259228
1.88397910381711,-0.000851485688551232,-0.542288013026318,-0.491534581940854,0.26135241714603,1.02161388311929,0.444363775224448,0.962332459383312,-0.0890795008033693,-0.0883463778106404,-0.0986346787573464,-0.451757085562082,-114512.951460311
1.88397910324374,-0.000851964619587369,-0.542288013021769,-0.491534582169492,0.261352416813768,1.02161388307919,0.44436377517266,0.96233245904894,-0.0890795012543938,-0.088346377999961,-0.0986346789217796,-0.451757085760446,-114512.951443047
