"asc","b_price_mu","b_risk2_mu","b_risk3_mu","b_duration2_mu","b_duration3_mu","b_efficacy2_mu","b_efficacy3_mu","b_oral_mu","b_dose2_mu","b_dose3_mu","b_price_sigma","b_risk2_sigma","b_risk3_sigma","b_duration2_sigma","b_duration3_sigma","b_efficacy2_sigma","b_efficacy3_sigma","b_oral_sigma","b_dose2_sigma","b_dose3_sigma","logLike"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-158200.169568208
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-158200.169568208
6.17840640000001e-06,0.00134561792,1.17080064e-06,1.81911552e-06,1.90021632e-06,4.2508288e-06,1.36921088e-06,4.36731904e-06,3.55565568e-06,1.53796608e-06,2.22527488e-06,-2.06878404044314e-08,3.73442489538698e-11,1.48249972340512e-10,-5.51255717324006e-11,-3.72834348390077e-10,1.95773365554108e-11,-3.8559811028744e-10,-7.24804697501803e-11,-2.39475341620403e-11,-1.6308424219774e-10,-152494.139278191
1.60108548280312,-0.00444854922552788,0.229670604926958,0.401544111956873,0.49190926575146,1.42233943252006,0.27986552558387,1.43494021524039,0.996477128483877,0.307120450636201,0.588035011602362,-0.0260602647988916,1.22047839239697e-05,5.38982131072704e-05,-3.62489954928301e-05,-0.000131321346630757,1.616909542674e-05,-0.00014227526890986,-3.58016915037282e-05,-1.61201959303424e-05,-5.30913317852446e-05,-143857.354347945
1.70739355155737,-0.00483281024162953,0.244745237391283,0.42759405496172,0.524543804371046,1.51660904090809,0.298738503862495,1.52991421257253,1.06189674944044,0.327348957735328,0.626512459261426,0.00237498618489214,1.33108198497131e-05,5.60089052302696e-05,-3.90256454967884e-05,-0.000139134105715581,1.94595004829277e-05,-0.000150446327858428,-3.77640019256211e-05,-1.94289766956975e-05,-5.81836386305308e-05,-141843.391016579
1.70738957303388,-0.00299620600543434,0.244742582125984,0.427585374681966,0.524541965203646,1.51660329316797,0.298741669149878,1.52990733351708,1.06188433710294,0.327347646663879,0.626503629164321,0.00627493071387904,1.32887081465868e-05,5.60279116918246e-05,-3.90102222932885e-05,-0.000139088289737719,1.94499443632842e-05,-0.000150502986934925,-3.77629541609373e-05,-1.94112970235291e-05,-5.81530561220907e-05,-135791.3820084
1.70737339253553,-0.00204777569794309,0.244731011010411,0.427544801057272,0.524535689201418,1.51657844883622,0.298757114351135,1.52987524867314,1.06182943077558,0.32733742873149,0.626463364961731,0.00588215668503533,1.33082087578019e-05,5.60496840411517e-05,-3.89416694846818e-05,-0.000138936810918929,1.93928023141538e-05,-0.000150572419806089,-3.77736967638839e-05,-1.93687671841486e-05,-5.80840639687393e-05,-135670.127964057
1.43560657555517,-2.44036264716867e-05,0.0574365936146711,-0.218363419495749,0.422920298468812,1.11644947504437,0.540294711103474,1.01270699096414,0.185930995476323,0.158532118428265,-0.0163832933244794,0.00430217861198497,0.000369869124544398,0.000828823535903373,0.00148246562471166,0.00212067709860859,-0.000783601622928245,-0.00171262288655163,-0.000353943554082428,0.00090758574915654,0.00125182367002263,-114252.912480563
1.44240717913066,0.000322853041007949,-0.349444535281007,-0.26683499758217,0.398822103329253,1.10325023795149,0.390353310072531,1.07481616778898,0.00255879885415947,-0.0771980749662183,-0.034551911026672,0.00409381994216649,0.00080749028239804,0.00124322751819119,0.0027663240250231,0.00690393237143212,-0.00183056046499811,-0.00408632370531207,-0.000718404540570703,0.00139622824833034,0.00327803448328613,-112179.765194211
1.58201957934558,0.000256742075828163,-0.432307971603868,-0.327793984333131,0.462937029445124,1.11551532945877,0.42721221548552,1.05526991264698,0.00401014651492907,-0.107852954360445,-0.0413119045377658,0.00414477674664345,0.00134587335269768,0.00161494501905812,0.00427810586691866,0.0157110475127328,-0.00306398758727512,-0.00796763416028729,-0.00131958561584421,0.00192914400167027,0.00567109972383251,-111782.401286852
2.10043169955424,-8.87819854157218e-05,-0.435093384604873,-0.491277146078027,0.322718427887609,1.28144286412348,0.26105729991518,1.12037629095554,-0.115254023306198,-0.10974744864124,-0.225038470365837,0.00430333073263856,0.00649777160226313,0.00549104984210343,0.0187006590996303,0.153967664428117,-0.0128154223119923,-0.0600087282651204,-0.008973615009485,0.00510233778155669,0.0280145574832144,-111735.520369221
2.66329236762024,-0.000378384837810165,-0.460200526673247,-0.585178075877014,0.105463682750656,1.19096649345191,0.099395582874232,1.07894339104035,-0.219514906877309,-0.114073328005514,-0.251667403584495,0.00441409552583648,0.0211386141484315,0.0169437392718139,0.055742706831059,0.715707317724507,-0.0369526128449294,-0.25247523299651,-0.0347565817226304,0.0107582737387706,0.0852122814209063,-110528.990315002
2.81170894574421,-0.000461658583110423,-0.482609855066565,-0.615857101456491,0.0442540026561421,1.19280213124445,0.0648977047482727,1.07086186792944,-0.239514459369226,-0.104759336217154,-0.278584716380712,0.00444483736685535,0.0269639316474289,0.0213607229511344,0.0704531468076046,0.895564062516627,-0.0465442163765417,-0.345473957706423,-0.04520661846908,0.0120411443030667,0.108956971538145,-110329.567950911
2.98428791431442,-0.000558129401039439,-0.456132174422004,-0.684183745048128,-0.0294696824198324,1.11578939386231,0.027440411556786,1.11109225622593,-0.300098195480201,-0.120709527882149,-0.217023167156849,0.00447836479416569,0.0513325688356139,0.0334323695387139,0.128301637791605,0.926279096000421,-0.0796767913876035,-0.619881267025561,-0.0811354724563003,0.0118105451923684,0.209206086741363,-110214.376029271
3.03545219191511,-0.000583951685156339,-0.468769016056361,-0.672665415049012,-0.0532209406716054,1.07689026594277,0.0142712339071003,1.11093232976782,-0.305476465274624,-0.100702215838455,-0.227653392282639,0.00447972414911397,0.0655310867901061,0.038476749019341,0.157485554567698,0.91927746045622,-0.0958360873487961,-0.67965632628031,-0.100969650573994,0.0120276825320942,0.252914210621362,-110162.813305637
3.22754717418193,-0.000649138326050893,-0.495831864253626,-0.711506647848553,-0.213505045894363,0.955402974576552,-0.01527332933572,1.10315377487214,-0.264445744606886,-0.113101466653718,-0.246157499906837,0.00449738559220826,0.209741878507921,0.076685337287214,0.405105438530861,0.921479004095747,-0.234651025481782,-0.84754731595151,-0.298853345405005,0.0138511452737059,0.567829208769012,-109886.327310686
3.42926186813194,-0.000735425859406728,-0.513217091447029,-0.742519069346942,-0.327062005912772,0.822793686534756,-0.0596929301068866,1.12749939452829,-0.261017381845061,-0.105292375688793,-0.267047430703131,0.00451885314058216,0.421904891938006,0.12384057139657,0.705726523232965,0.939631719010381,-0.3948442655323,-1.02884233473943,-0.570632866136975,0.0164690362504283,0.837095705529473,-109808.265608844
3.49395131617881,-0.00075929426281503,-0.529038878402408,-0.717245923593162,-0.428735774025888,0.806345300461823,-0.0139418436973961,1.10562434215308,-0.253496409479367,-0.131921623408606,-0.264366555355996,0.00452930629615515,0.525214542380336,0.147896909266563,0.721313987591695,0.919488884740012,-0.432179979146776,-1.08493724895919,-0.669835836649191,0.018619562537681,0.845738007800145,-109801.710297478
3.49667074395876,-0.000757804565834852,-0.531518314550103,-0.733413513606592,-0.437762064965025,0.786460527842724,-0.0186995597836016,1.11764005205569,-0.231135992142059,-0.134752332752508,-0.276738435497771,0.00452891929091753,0.551485738512343,0.163746536410332,0.70661401841135,0.918345197435332,-0.423906828122231,-1.09138189548885,-0.679897451509158,0.0206149736724337,0.845538955540938,-109796.869984634
3.50466544914824,-0.000775650323180092,-0.528550730971839,-0.726591175609208,-0.433088362946893,0.776557006561509,-0.00197327814587728,1.14840834691157,-0.24458036396775,-0.135822296860572,-0.283699787303392,0.00453321118677743,0.61499129615927,0.299226893703652,0.66852949538678,0.927872334667438,-0.38508448035771,-1.08803427758309,-0.672518985130815,0.0330311450266643,0.895723823367534,-109785.311293426
3.5128602980006,-0.00077837040941909,-0.527592320380045,-0.728437849821132,-0.433194244926709,0.768096799036242,-0.00480006800074431,1.15323431235337,-0.242620210743058,-0.138993276679045,-0.288989355136869,0.00453188552654912,0.667558466364441,0.526714100422985,0.646290292145284,0.930215354204226,-0.334316580512523,-1.09370057730089,-0.672503513119707,0.0512450631606984,0.928563387765407,-109782.331415302
3.5373271403338,-0.000954302402493335,-0.559691438010526,-0.678762551101404,-0.575552657029723,0.710128681919964,0.256956037180078,1.3463861589746,-0.239247850504396,-0.202014682285453,-0.33912640601208,0.00455785737293431,0.582552051895012,0.629490741320937,1.03388221244178,0.938266647381549,0.49945156070193,-1.0681573258669,-0.759848182766787,0.354446998980647,0.885827804621441,-109746.819114315
3.5352594304054,-0.000964865263711529,-0.565415363574981,-0.676229524249498,-0.578919353777847,0.724738263952693,0.254375328789761,1.32123792695169,-0.242653437548705,-0.19856707932787,-0.327130704297745,0.00455350964498685,0.603065993536214,0.623985807727706,1.06953762217073,0.934878530456927,0.652109392282988,-1.07098942478739,-0.78431777507717,0.383850313726261,0.899803232532577,-109729.421420531
3.49307314448847,-0.00107108024065502,-0.488846278943243,-0.562730897708541,-0.410062501774027,0.741754049391632,0.227863800641493,1.25091132033809,-0.21415977433078,-0.402367354217186,-0.448209539206567,0.00455802556994327,0.572326872827367,0.601818624747474,0.997123435800202,0.961884034226863,0.683125430486837,-1.10761931929252,-0.820306491007129,0.458014447992485,0.907492716805873,-109417.732172521
3.1537994630905,-0.00226881089937099,-0.693344588228226,-0.70458528658473,-0.0783962250276922,0.887804437051188,0.291854279269096,1.17127232084993,-0.243854442178266,-0.204366310456878,-0.318576822255538,0.00445093728241342,0.483574792543287,0.560414495848705,0.62713628406097,1.04973233228601,0.474785723849836,-0.954427000370841,-0.814807979235898,0.720256362197889,0.78674562875647,-107829.815751595
3.105775167317,-0.00246991233239224,-0.720302641319418,-0.709565679259725,-0.0460070985375151,0.898414254677762,0.334641363939628,1.17377030109797,-0.231440024876503,-0.212636429358436,-0.323250998765501,0.00444249453236377,0.538214971640511,0.56541958410739,0.674824115108047,1.06380237142382,0.483378590105346,-0.933525034875922,-0.685484599261902,0.440713578206283,0.723174438205504,-107499.884951006
3.1053913941067,-0.00246802942042012,-0.720182319462207,-0.709376511643174,-0.0462663289182233,0.899423215178488,0.333132076265956,1.16999476741885,-0.229816649070193,-0.214243555378024,-0.323316658220915,0.00444167862052436,0.549526613398293,0.563906626007206,0.682002654132575,1.0631173684937,0.480153783372803,-0.934747820966072,-0.669760464058981,0.450292959861316,0.719528305043895,-107497.851459585
2.52056430485151,-0.00112132292585477,-0.860703431425549,-0.751245392521268,0.761671552512503,1.21623412660063,0.258748445284972,0.824411707295009,-0.199521702106244,-0.192565187632692,-0.226593779380096,0.00247955174602962,0.936437289518601,0.349367385492538,0.358755927128009,1.33677943169942,0.276161288892697,-0.952096624028448,-0.801853893488685,-0.0626670931279134,0.536851802046334,-107145.531237632
2.80510966505222,-0.00203073858846441,-0.819497315989466,-0.773161605855775,0.266339132094131,1.12556643968901,0.410940029550949,1.17182867806405,-0.179638477738906,-0.193191388382413,-0.257851150735174,0.0033629804060541,0.914364897586564,0.60769927445562,0.747054720978956,1.35835548826689,0.50274135838489,-1.073516063769,-0.799699358512529,0.041836225746692,0.615221854204438,-105905.56365959
2.63432531603655,-0.00172672065177999,-0.806111516236747,-0.725766442511784,0.317722774310934,1.17144920718065,0.472552503868935,1.25300165864085,-0.13152969550265,-0.190590845186126,-0.249579125070581,0.00316849222601437,0.775062182697244,0.641543661635788,0.695698295886446,1.35870292225937,0.511920698088106,-0.968507074536805,-0.728268823184666,0.0349228017630679,0.581061269523971,-105732.845886772
2.43628479762644,-0.001490005970767,-0.764140629514595,-0.650484800427928,0.403703675483506,1.27906474102135,0.430168232706745,1.2252793537367,-0.0857531438774281,-0.139080827666701,-0.157099161814853,0.00294172740010013,0.812415140941267,0.529253341486798,0.722369668149321,1.33316427984766,0.330071335912167,-0.992327442303535,-0.825371103709521,-0.0909554496900107,0.637162920839728,-105574.143909404
2.37331323638367,-0.00164831579545517,-0.748477024158841,-0.646263220113594,0.445648757280374,1.33539540518691,0.458825627977224,1.26977698286138,-0.0428143402638514,-0.157023561186659,-0.179520218793338,0.00300073739554657,0.879950771348954,0.65036571339593,0.722117166532317,1.34273951851344,0.341076724999448,-1.03467420918586,-0.795779071966896,-0.0688501122220089,0.656626894867112,-105507.2948481
2.36983570385095,-0.00168442721194611,-0.752898352653974,-0.657166326672146,0.426929117629813,1.38992655288657,0.501405422104839,1.32870800352724,-0.0199969762779896,-0.154568912138885,-0.205708092340628,0.00313173414959883,0.892089854720072,0.614496068644995,0.75312561530842,1.33682054374652,0.360887952441187,-1.08555278449189,-0.809360357408259,-0.0426568715371969,0.672810796717161,-105472.31016098
2.3737090491231,-0.0016487478808099,-0.760222548220471,-0.656936032674511,0.432599429392015,1.42163584064997,0.499765136992352,1.33138170763726,-0.0167641751852191,-0.149532007881076,-0.211868544708298,0.00318820625841589,0.898751956152191,0.647027685324434,0.749857055731886,1.3315700916411,0.374050089133672,-1.10662456795581,-0.83580763097254,-0.0289995685398349,0.696379267912237,-105467.205756909
2.36929150125634,-0.00165248180790102,-0.768548052770495,-0.656112542392185,0.440595997098976,1.42732953854421,0.50173689052549,1.33247065999797,-0.0148673779951709,-0.148458597703842,-0.212544769154445,0.00319304800720692,0.899750811040978,0.630293700219496,0.746228868556367,1.33429887969307,0.378216863457276,-1.10360028090353,-0.833294054479778,-0.0229065569763296,0.689619533705294,-105466.047432487
2.37326334578743,-0.00164690990658958,-0.773928283944216,-0.657430142991373,0.441718382079943,1.42682549858815,0.500807445738898,1.33205131159996,-0.016309907553757,-0.149694038805485,-0.213032840536756,0.00319057117689114,0.904625557162293,0.631086047612042,0.747727272621203,1.33759881842895,0.382144143202104,-1.10297256729716,-0.832235239504999,-0.0167817543270947,0.687151434108981,-105465.81452546
2.3742723470151,-0.00164851306702617,-0.77627562873518,-0.657485077120919,0.442673583594918,1.42662033640019,0.499646246385977,1.33185206971923,-0.0179297226698269,-0.150138767131394,-0.212479049137982,0.00319184338082936,0.904053157342857,0.632374255424452,0.747786079202522,1.33813359069513,0.382255406395889,-1.10178587189541,-0.833834872198016,-0.0115327218019077,0.687374959024826,-105465.754860022
2.37413282447029,-0.00164777316301979,-0.776653413158606,-0.657500708065583,0.442179064762348,1.42673906524549,0.499625135677886,1.33244072665609,-0.0180949152688612,-0.150434908095381,-0.212158105151619,0.00319221287454182,0.904486998930542,0.633349089973168,0.748549478492135,1.33779970810151,0.38087768967716,-1.1011327044727,-0.833615951093619,-0.00758783514634028,0.68758189621914,-105465.732867347
