ID,choice,weight,price.1,price.2,risk2.1,risk3.1,risk2.2,risk3.2,duration2.1,duration3.1,duration2.2,duration3.2,efficacy2.1,efficacy3.1,efficacy2.2,efficacy3.2,admin.1,admin.2,doses2.1,doses3.1,doses2.2,doses3.2,origin.1,origin.2
3,1,6.21E-05,400,600,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0
4,1,2.47E-05,0,400,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0
4,2,2.47E-05,200,200,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
4,1,2.47E-05,0,400,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1
4,2,2.47E-05,0,200,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1
4,1,2.47E-05,600,600,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1
4,1,2.47E-05,0,600,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1
4,2,2.47E-05,0,400,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0
4,2,2.47E-05,200,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1
4,2,2.47E-05,600,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0
4,1,2.47E-05,600,200,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
4,2,2.47E-05,200,0,0,1,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,1,1
4,1,2.47E-05,400,600,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0
5,1,6.21E-05,0,400,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0
5,2,6.21E-05,200,200,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
5,1,6.21E-05,0,400,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1
5,2,6.21E-05,0,200,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1
5,1,6.21E-05,600,600,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1
5,1,6.21E-05,0,600,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1
5,2,6.21E-05,0,400,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0
5,2,6.21E-05,200,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1
5,1,6.21E-05,600,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0
5,2,6.21E-05,600,200,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
5,2,6.21E-05,200,0,0,1,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,1,1
5,1,6.21E-05,400,600,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0
6,1,0.0001645,0,400,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0
6,1,0.0001645,200,200,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
6,1,0.0001645,0,400,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1
6,2,0.0001645,0,200,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1
6,2,0.0001645,600,600,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1
6,1,0.0001645,0,600,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1
6,1,0.0001645,0,400,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0
6,1,0.0001645,200,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1
6,1,0.0001645,600,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0
6,2,0.0001645,600,200,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
6,2,0.0001645,200,0,0,1,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,1,1
6,1,0.0001645,400,600,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0
7,1,4.03E-05,0,400,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0
7,1,4.03E-05,200,200,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
7,1,4.03E-05,0,400,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1
7,1,4.03E-05,0,200,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1
7,1,4.03E-05,600,600,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1
7,1,4.03E-05,0,600,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1
7,1,4.03E-05,0,400,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0
7,1,4.03E-05,200,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1
7,2,4.03E-05,600,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0
7,1,4.03E-05,600,200,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
7,1,4.03E-05,200,0,0,1,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,1,1
7,1,4.03E-05,400,600,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0
8,2,6.15E-05,0,400,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0
8,1,6.15E-05,200,200,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
8,1,6.15E-05,0,400,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1
8,2,6.15E-05,0,200,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1
8,1,6.15E-05,600,600,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1
8,1,6.15E-05,0,600,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1
8,2,6.15E-05,0,400,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0
8,2,6.15E-05,200,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1
8,1,6.15E-05,600,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0
8,2,6.15E-05,600,200,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
8,2,6.15E-05,200,0,0,1,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,1,1
8,1,6.15E-05,400,600,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0
9,1,5.60E-06,0,400,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0
9,2,5.60E-06,200,200,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
9,2,5.60E-06,0,400,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1
9,1,5.60E-06,0,200,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1
9,1,5.60E-06,600,600,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1
9,2,5.60E-06,0,600,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1
9,2,5.60E-06,0,400,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0
9,1,5.60E-06,200,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1
9,2,5.60E-06,600,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0
9,1,5.60E-06,600,200,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
9,1,5.60E-06,200,0,0,1,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,1,1
9,2,5.60E-06,400,600,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0
10,1,8.46E-05,0,400,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0
10,1,8.46E-05,200,200,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
10,2,8.46E-05,0,400,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1
10,1,8.46E-05,0,200,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1
10,2,8.46E-05,600,600,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1
10,2,8.46E-05,0,600,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1
10,2,8.46E-05,0,400,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0
10,1,8.46E-05,200,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1
10,2,8.46E-05,600,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0
10,2,8.46E-05,600,200,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
10,1,8.46E-05,200,0,0,1,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,1,1
10,1,8.46E-05,400,600,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0
